"id","gender","age_grp","wave","country","response","lower","upper","age"
1911,"female","20-30",2,"PH","Don't Know",20,30,30
1912,"female","20-30",2,"PH","Yes",20,30,24
1913,"female","20-30",2,"PH","Yes",20,30,28
1914,"female","20-30",2,"PH","Don't Know",20,30,23
1915,"female","20-30",2,"PH","Yes",20,30,22
1916,"female","20-30",2,"PH","Yes",20,30,20
1917,"female","20-30",2,"PH","Yes",20,30,26
1918,"female","20-30",2,"PH","Yes",20,30,26
1919,"female","20-30",2,"PH","Yes",20,30,20
1920,"female","20-30",2,"PH","Yes",20,30,23
1921,"female","20-30",2,"PH","Yes",20,30,27
1922,"female","20-30",2,"PH","Don't Know",20,30,30
1923,"female","20-30",2,"PH","Yes",20,30,30
1924,"female","20-30",2,"PH","Yes",20,30,30
1925,"female","20-30",2,"PH","Don't Know",20,30,27
1926,"female","20-30",2,"PH","Yes",20,30,30
1927,"female","20-30",2,"PH","Yes",20,30,25
1928,"female","20-30",2,"PH","Don't Know",20,30,26
1929,"female","20-30",2,"PH","Yes",20,30,21
1930,"female","20-30",2,"PH","Yes",20,30,23
1931,"female","20-30",2,"PH","Don't Know",20,30,24
1932,"female","20-30",2,"PH","Yes",20,30,25
1933,"female","20-30",2,"PH","Don't Know",20,30,29
1934,"female","20-30",2,"PH","Yes",20,30,25
1935,"female","20-30",2,"PH","No",20,30,27
1936,"female","20-30",2,"PH","Yes",20,30,29
1937,"female","20-30",2,"PH","Yes",20,30,27
1938,"female","20-30",2,"PH","No",20,30,22
1939,"female","20-30",2,"PH","No",20,30,21
1940,"female","20-30",2,"PH","Don't Know",20,30,22
1941,"female","20-30",2,"PH","Yes",20,30,26
1942,"female","20-30",2,"PH","Yes",20,30,23
1943,"female","20-30",2,"PH","Yes",20,30,22
1944,"female","20-30",2,"PH","Yes",20,30,22
1945,"female","20-30",2,"PH","Don't Know",20,30,25
1946,"female","20-30",2,"PH","Yes",20,30,22
1947,"female","20-30",2,"PH","Yes",20,30,27
1948,"female","20-30",2,"PH","Yes",20,30,21
1949,"female","20-30",2,"PH","Yes",20,30,29
1950,"female","20-30",2,"PH","Yes",20,30,30
1951,"female","20-30",2,"PH","Yes",20,30,23
1952,"female","20-30",2,"PH","Yes",20,30,25
1953,"female","20-30",2,"PH","Yes",20,30,24
1954,"female","20-30",2,"PH","No",20,30,23
1955,"female","20-30",2,"PH","Don't Know",20,30,25
1956,"female","20-30",2,"PH","Yes",20,30,23
1957,"female","20-30",2,"PH","Yes",20,30,25
1958,"female","20-30",2,"PH","Yes",20,30,26
1959,"female","20-30",2,"PH","Don't Know",20,30,28
1960,"female","20-30",2,"PH","Don't Know",20,30,27
1961,"female","20-30",2,"PH","Yes",20,30,28
1962,"female","20-30",2,"PH","Yes",20,30,24
1963,"female","20-30",2,"PH","Yes",20,30,21
1964,"female","20-30",2,"PH","Yes",20,30,24
1965,"female","20-30",2,"PH","Yes",20,30,29
1966,"female","20-30",2,"PH","No",20,30,23
1967,"female","20-30",2,"PH","No",20,30,23
1968,"female","20-30",2,"PH","Don't Know",20,30,25
1969,"female","20-30",2,"PH","Don't Know",20,30,20
1970,"female","20-30",2,"PH","Yes",20,30,30
1971,"female","20-30",2,"PH","Yes",20,30,27
1972,"female","20-30",2,"PH","Yes",20,30,28
1973,"female","20-30",2,"PH","Yes",20,30,20
1974,"female","20-30",2,"PH","Yes",20,30,29
1975,"female","20-30",2,"PH","Yes",20,30,21
1976,"female","20-30",2,"PH","Don't Know",20,30,27
1977,"female","20-30",2,"PH","Yes",20,30,29
1978,"female","20-30",2,"PH","Yes",20,30,20
1979,"female","20-30",2,"PH","Yes",20,30,28
1980,"female","20-30",2,"PH","Yes",20,30,23
1981,"female","20-30",2,"PH","Yes",20,30,24
1982,"female","20-30",2,"PH","Yes",20,30,24
1983,"female","20-30",2,"PH","Yes",20,30,28
1984,"female","20-30",2,"PH","Yes",20,30,22
1985,"female","20-30",2,"PH","Yes",20,30,21
1986,"female","20-30",2,"PH","No",20,30,28
1987,"female","20-30",2,"PH","Yes",20,30,26
1988,"female","20-30",2,"PH","Yes",20,30,30
1989,"female","20-30",2,"PH","Yes",20,30,29
1990,"female","20-30",2,"PH","Don't Know",20,30,21
1991,"female","20-30",2,"PH","Don't Know",20,30,20
1992,"female","20-30",2,"PH","Yes",20,30,30
1993,"female","20-30",2,"PH","Don't Know",20,30,23
1994,"female","20-30",2,"PH","Don't Know",20,30,29
1995,"female","20-30",2,"PH","Yes",20,30,26
1996,"female","20-30",2,"PH","Don't Know",20,30,29
1997,"female","20-30",2,"PH","Yes",20,30,23
1998,"female","20-30",2,"PH","Yes",20,30,26
1999,"female","20-30",2,"PH","Yes",20,30,30
2000,"female","20-30",2,"PH","Yes",20,30,23
2001,"female","20-30",2,"PH","Yes",20,30,28
2002,"female","20-30",2,"PH","Yes",20,30,21
2003,"female","20-30",2,"PH","Yes",20,30,26
2004,"female","20-30",2,"PH","Yes",20,30,27
2005,"female","20-30",2,"PH","Yes",20,30,21
2006,"female","20-30",2,"PH","Yes",20,30,25
2007,"female","20-30",2,"PH","Yes",20,30,27
2008,"female","20-30",2,"PH","Don't Know",20,30,28
2009,"female","20-30",2,"PH","Yes",20,30,27
2010,"female","20-30",2,"PH","Don't Know",20,30,22
2011,"female","20-30",2,"PH","Yes",20,30,30
2012,"female","20-30",2,"PH","Yes",20,30,25
2013,"female","20-30",2,"PH","Yes",20,30,30
2014,"female","20-30",2,"PH","Don't Know",20,30,28
2015,"female","20-30",2,"PH","Yes",20,30,24
2016,"female","20-30",2,"PH","Yes",20,30,26
2017,"female","20-30",2,"PH","Yes",20,30,22
2018,"female","20-30",2,"PH","Yes",20,30,29
2019,"female","20-30",2,"PH","Don't Know",20,30,27
2020,"female","20-30",2,"PH","Yes",20,30,28
2021,"female","20-30",2,"PH","Yes",20,30,27
2022,"female","20-30",2,"PH","Don't Know",20,30,27
2023,"female","20-30",2,"PH","Yes",20,30,29
2024,"female","20-30",2,"PH","No",20,30,22
2025,"female","20-30",2,"PH","Yes",20,30,26
2026,"female","20-30",2,"PH","Don't Know",20,30,23
2027,"female","20-30",2,"PH","Don't Know",20,30,24
2028,"female","20-30",2,"PH","Yes",20,30,20
2029,"female","20-30",2,"PH","Yes",20,30,21
2030,"female","20-30",2,"PH","Yes",20,30,23
2031,"female","20-30",2,"PH","Yes",20,30,23
2032,"female","20-30",2,"PH","No",20,30,28
2033,"female","20-30",2,"PH","Yes",20,30,25
2034,"female","20-30",2,"PH","Yes",20,30,29
2035,"female","20-30",2,"PH","Don't Know",20,30,29
2036,"female","20-30",2,"PH","Don't Know",20,30,26
2037,"female","20-30",2,"PH","Yes",20,30,29
2038,"female","20-30",2,"PH","No",20,30,20
2039,"female","20-30",2,"PH","Don't Know",20,30,26
2040,"female","20-30",2,"PH","Don't Know",20,30,23
2041,"female","20-30",2,"PH","No",20,30,30
2042,"female","20-30",2,"PH","No",20,30,20
2043,"female","20-30",2,"PH","Yes",20,30,23
2044,"female","20-30",2,"PH","Yes",20,30,23
2045,"female","20-30",2,"PH","No",20,30,28
2046,"female","20-30",2,"PH","Yes",20,30,26
2047,"female","20-30",2,"PH","Don't Know",20,30,28
2048,"female","20-30",2,"PH","Yes",20,30,25
2049,"female","20-30",2,"PH","Yes",20,30,24
2050,"female","20-30",2,"PH","Yes",20,30,25
2051,"female","20-30",2,"PH","Yes",20,30,29
2052,"female","20-30",2,"PH","Yes",20,30,30
2053,"female","20-30",2,"PH","Yes",20,30,21
2054,"female","20-30",2,"PH","Yes",20,30,22
2055,"female","20-30",2,"PH","Don't Know",20,30,23
2056,"female","20-30",2,"PH","Yes",20,30,22
2057,"female","20-30",2,"PH","Yes",20,30,29
2058,"female","20-30",2,"PH","Yes",20,30,24
2059,"female","20-30",2,"PH","Yes",20,30,26
2060,"female","20-30",2,"PH","Yes",20,30,26
2061,"female","20-30",2,"PH","Yes",20,30,30
2062,"female","20-30",2,"PH","Yes",20,30,30
2063,"female","20-30",2,"PH","Yes",20,30,30
2064,"female","20-30",2,"PH","Yes",20,30,22
2065,"female","20-30",2,"PH","Yes",20,30,27
2066,"female","20-30",2,"PH","Yes",20,30,27
2067,"female","20-30",2,"PH","Don't Know",20,30,25
2068,"female","20-30",2,"PH","Yes",20,30,21
2069,"female","20-30",2,"PH","Yes",20,30,26
2070,"female","20-30",2,"PH","No",20,30,22
2071,"female","20-30",2,"PH","Yes",20,30,20
2072,"female","20-30",2,"PH","Yes",20,30,26
2073,"female","20-30",2,"PH","No",20,30,30
2074,"female","20-30",2,"PH","No",20,30,20
2075,"female","20-30",2,"PH","Don't Know",20,30,23
2076,"female","20-30",2,"PH","No",20,30,29
2077,"female","20-30",2,"PH","Don't Know",20,30,20
2078,"female","20-30",2,"PH","Yes",20,30,25
2079,"female","20-30",2,"PH","Yes",20,30,23
2080,"female","20-30",2,"PH","Yes",20,30,25
2081,"female","20-30",2,"PH","Don't Know",20,30,22
2082,"female","20-30",2,"PH","Yes",20,30,25
2083,"female","20-30",2,"PH","Yes",20,30,30
2084,"female","20-30",2,"PH","Yes",20,30,30
2085,"female","20-30",2,"PH","Yes",20,30,27
2086,"female","20-30",2,"PH","Don't Know",20,30,30
2087,"female","20-30",2,"PH","Don't Know",20,30,26
2088,"female","20-30",2,"PH","Yes",20,30,21
2089,"female","20-30",2,"PH","Don't Know",20,30,22
2090,"female","20-30",2,"PH","Yes",20,30,22
2091,"female","20-30",2,"PH","Don't Know",20,30,25
2092,"female","20-30",2,"PH","Yes",20,30,26
2093,"female","20-30",2,"PH","Yes",20,30,21
2094,"female","20-30",2,"PH","Yes",20,30,26
2095,"female","20-30",2,"PH","Yes",20,30,20
2096,"female","20-30",2,"PH","Don't Know",20,30,27
2097,"female","20-30",2,"PH","Yes",20,30,25
2098,"female","20-30",2,"PH","Yes",20,30,30
2099,"female","20-30",2,"PH","Yes",20,30,28
2100,"female","20-30",2,"PH","Yes",20,30,22
2101,"female","20-30",2,"PH","Yes",20,30,28
2102,"female","20-30",2,"PH","Yes",20,30,25
2103,"female","20-30",2,"PH","Yes",20,30,28
2104,"female","20-30",2,"PH","Yes",20,30,22
2105,"female","20-30",2,"PH","Yes",20,30,25
2106,"female","20-30",2,"PH","Yes",20,30,26
2107,"female","20-30",2,"PH","Yes",20,30,25
2108,"female","20-30",2,"PH","Yes",20,30,23
2109,"female","20-30",2,"PH","Yes",20,30,30
2110,"female","20-30",2,"PH","Yes",20,30,22
2111,"female","20-30",2,"PH","Yes",20,30,28
2112,"female","20-30",2,"PH","Yes",20,30,27
2113,"female","20-30",2,"PH","Yes",20,30,24
2114,"female","20-30",2,"PH","Yes",20,30,28
2115,"female","20-30",2,"PH","No",20,30,20
2116,"female","20-30",2,"PH","Don't Know",20,30,25
2117,"female","20-30",2,"PH","Yes",20,30,21
2118,"female","20-30",2,"PH","Yes",20,30,27
2119,"female","20-30",2,"PH","Don't Know",20,30,30
2120,"female","20-30",2,"PH","Yes",20,30,29
2121,"female","20-30",2,"PH","No",20,30,24
2122,"female","20-30",2,"PH","Yes",20,30,24
2123,"female","20-30",2,"PH","Don't Know",20,30,27
2124,"female","20-30",2,"PH","Yes",20,30,26
2125,"female","20-30",2,"PH","Don't Know",20,30,27
2126,"female","20-30",2,"PH","Don't Know",20,30,24
2127,"female","20-30",2,"PH","No",20,30,25
2128,"female","20-30",2,"PH","Yes",20,30,27
2129,"female","20-30",2,"PH","Yes",20,30,21
2130,"female","20-30",2,"PH","Yes",20,30,26
2131,"female","20-30",2,"PH","Yes",20,30,22
2132,"female","20-30",2,"PH","Don't Know",20,30,28
2133,"female","20-30",2,"PH","No",20,30,21
2134,"female","20-30",2,"PH","Don't Know",20,30,23
2135,"female","20-30",2,"PH","Yes",20,30,24
2136,"female","20-30",2,"PH","Yes",20,30,27
2137,"female","20-30",2,"PH","Yes",20,30,25
2138,"female","20-30",2,"PH","No",20,30,29
2139,"female","20-30",2,"PH","Yes",20,30,30
2140,"female","20-30",2,"PH","Yes",20,30,28
2141,"female","20-30",2,"PH","No",20,30,23
2142,"female","20-30",2,"PH","Yes",20,30,30
2143,"female","20-30",2,"PH","Don't Know",20,30,29
2144,"female","20-30",2,"PH","Don't Know",20,30,27
2145,"female","20-30",2,"PH","Yes",20,30,24
2146,"female","20-30",2,"PH","No",20,30,21
2147,"female","20-30",2,"PH","No",20,30,25
2148,"female","20-30",2,"PH","Don't Know",20,30,22
2149,"female","20-30",2,"PH","Yes",20,30,30
2150,"female","20-30",2,"PH","Yes",20,30,25
2151,"female","20-30",2,"PH","Don't Know",20,30,25
2152,"female","20-30",2,"PH","Don't Know",20,30,24
2153,"female","20-30",2,"PH","Yes",20,30,23
2154,"female","20-30",2,"PH","Yes",20,30,29
2155,"female","20-30",2,"PH","No",20,30,29
2156,"female","20-30",2,"PH","No",20,30,21
2157,"female","20-30",2,"PH","Yes",20,30,25
2158,"female","20-30",2,"PH","Yes",20,30,22
2159,"female","20-30",2,"PH","Yes",20,30,28
2160,"female","20-30",2,"PH","Yes",20,30,29
2161,"female","20-30",2,"PH","Don't Know",20,30,28
2162,"female","20-30",2,"PH","Yes",20,30,27
2163,"female","20-30",2,"PH","Don't Know",20,30,27
2164,"female","20-30",2,"PH","Yes",20,30,21
2165,"female","20-30",2,"PH","Yes",20,30,29
2166,"female","20-30",2,"PH","Don't Know",20,30,24
2167,"female","20-30",2,"PH","Yes",20,30,24
2168,"female","20-30",2,"PH","Don't Know",20,30,23
2169,"female","20-30",2,"PH","Yes",20,30,20
2170,"female","20-30",2,"PH","Yes",20,30,22
2171,"female","20-30",2,"PH","Yes",20,30,24
2172,"female","20-30",2,"PH","Yes",20,30,29
2173,"female","20-30",2,"PH","Yes",20,30,29
2174,"female","20-30",2,"PH","Yes",20,30,30
2175,"female","20-30",2,"PH","Yes",20,30,22
2176,"female","20-30",2,"PH","Yes",20,30,26
2177,"female","20-30",2,"PH","Yes",20,30,27
2178,"female","20-30",2,"PH","Don't Know",20,30,22
2179,"female","20-30",2,"PH","Yes",20,30,30
2180,"female","20-30",2,"PH","Yes",20,30,30
2181,"female","20-30",2,"PH","Yes",20,30,29
2182,"male","31-40",2,"PH","No",31,40,32
2183,"male","31-40",2,"PH","Don't Know",31,40,33
2184,"male","31-40",2,"PH","Yes",31,40,37
2185,"male","31-40",2,"PH","Yes",31,40,33
2186,"male","31-40",2,"PH","Yes",31,40,38
2187,"male","31-40",2,"PH","Yes",31,40,40
2188,"male","31-40",2,"PH","Yes",31,40,35
2189,"male","31-40",2,"PH","Don't Know",31,40,38
2190,"male","31-40",2,"PH","Yes",31,40,32
2191,"male","31-40",2,"PH","Yes",31,40,39
2192,"male","31-40",2,"PH","Yes",31,40,38
2193,"male","31-40",2,"PH","Yes",31,40,40
2194,"male","31-40",2,"PH","Yes",31,40,35
2195,"male","31-40",2,"PH","Yes",31,40,37
2196,"male","31-40",2,"PH","Yes",31,40,36
2197,"male","31-40",2,"PH","Don't Know",31,40,35
2198,"male","31-40",2,"PH","Don't Know",31,40,40
2199,"male","31-40",2,"PH","Yes",31,40,31
2200,"male","31-40",2,"PH","Yes",31,40,40
2201,"male","31-40",2,"PH","Yes",31,40,40
2202,"male","31-40",2,"PH","Yes",31,40,34
2203,"male","31-40",2,"PH","Yes",31,40,40
2204,"male","31-40",2,"PH","Yes",31,40,31
2205,"male","31-40",2,"PH","Yes",31,40,37
2206,"male","31-40",2,"PH","Don't Know",31,40,39
2207,"male","31-40",2,"PH","Yes",31,40,31
2208,"male","31-40",2,"PH","Yes",31,40,31
2209,"male","31-40",2,"PH","Yes",31,40,33
2210,"male","31-40",2,"PH","Yes",31,40,31
2211,"male","31-40",2,"PH","Yes",31,40,34
2212,"male","31-40",2,"PH","No",31,40,36
2213,"male","31-40",2,"PH","Yes",31,40,37
2214,"male","31-40",2,"PH","Yes",31,40,39
2215,"male","31-40",2,"PH","Don't Know",31,40,31
2216,"male","31-40",2,"PH","Yes",31,40,38
2217,"male","31-40",2,"PH","Yes",31,40,31
2218,"male","31-40",2,"PH","Yes",31,40,40
2219,"male","31-40",2,"PH","Yes",31,40,34
2220,"male","31-40",2,"PH","Yes",31,40,33
2221,"male","31-40",2,"PH","Yes",31,40,32
2222,"male","31-40",2,"PH","Yes",31,40,32
2223,"male","31-40",2,"PH","No",31,40,31
2224,"male","31-40",2,"PH","No",31,40,34
2225,"male","31-40",2,"PH","Don't Know",31,40,36
2226,"male","31-40",2,"PH","Don't Know",31,40,40
2227,"male","31-40",2,"PH","Yes",31,40,36
2228,"male","31-40",2,"PH","No",31,40,32
2229,"male","31-40",2,"PH","Yes",31,40,36
2230,"male","31-40",2,"PH","Don't Know",31,40,32
2231,"male","31-40",2,"PH","Yes",31,40,31
2232,"male","31-40",2,"PH","No",31,40,40
2233,"male","31-40",2,"PH","No",31,40,32
2234,"male","31-40",2,"PH","Yes",31,40,39
2235,"male","31-40",2,"PH","Don't Know",31,40,36
2236,"male","31-40",2,"PH","No",31,40,37
2237,"male","31-40",2,"PH","Yes",31,40,35
2238,"male","31-40",2,"PH","Yes",31,40,39
2239,"male","31-40",2,"PH","Yes",31,40,40
2240,"male","31-40",2,"PH","Yes",31,40,40
2241,"male","31-40",2,"PH","Yes",31,40,34
2242,"male","31-40",2,"PH","No",31,40,31
2243,"male","31-40",2,"PH","Don't Know",31,40,31
2244,"male","31-40",2,"PH","Yes",31,40,37
2245,"male","31-40",2,"PH","Yes",31,40,35
2246,"male","31-40",2,"PH","Yes",31,40,36
2247,"male","31-40",2,"PH","No",31,40,37
2248,"male","31-40",2,"PH","Don't Know",31,40,38
2249,"male","31-40",2,"PH","Don't Know",31,40,34
2250,"male","31-40",2,"PH","No",31,40,34
2251,"male","31-40",2,"PH","Yes",31,40,35
2252,"male","31-40",2,"PH","No",31,40,39
2253,"male","31-40",2,"PH","Yes",31,40,34
2254,"male","31-40",2,"PH","No",31,40,39
2255,"male","31-40",2,"PH","Yes",31,40,36
2256,"male","31-40",2,"PH","Yes",31,40,31
2257,"male","31-40",2,"PH","Don't Know",31,40,38
2258,"male","31-40",2,"PH","Yes",31,40,39
2259,"male","31-40",2,"PH","Yes",31,40,32
2260,"male","31-40",2,"PH","Don't Know",31,40,36
2261,"male","31-40",2,"PH","Yes",31,40,36
2262,"male","31-40",2,"PH","Yes",31,40,34
2263,"male","31-40",2,"PH","Yes",31,40,39
2264,"male","31-40",2,"PH","Yes",31,40,35
2265,"male","31-40",2,"PH","Yes",31,40,36
2266,"male","31-40",2,"PH","Yes",31,40,38
2267,"male","31-40",2,"PH","No",31,40,31
2268,"male","31-40",2,"PH","Don't Know",31,40,36
2269,"male","31-40",2,"PH","Don't Know",31,40,38
2270,"male","31-40",2,"PH","Yes",31,40,32
2271,"male","31-40",2,"PH","Yes",31,40,37
2272,"male","31-40",2,"PH","No",31,40,34
2273,"male","31-40",2,"PH","Yes",31,40,39
2274,"male","31-40",2,"PH","Yes",31,40,31
2275,"male","31-40",2,"PH","Yes",31,40,40
2276,"male","31-40",2,"PH","Yes",31,40,38
2277,"male","31-40",2,"PH","Yes",31,40,38
2278,"male","31-40",2,"PH","Yes",31,40,32
2279,"male","31-40",2,"PH","No",31,40,39
2280,"male","31-40",2,"PH","Yes",31,40,40
2281,"male","31-40",2,"PH","Don't Know",31,40,40
2282,"male","31-40",2,"PH","Yes",31,40,34
2283,"male","31-40",2,"PH","No",31,40,40
2284,"male","31-40",2,"PH","No",31,40,33
2285,"male","31-40",2,"PH","Yes",31,40,34
2286,"male","31-40",2,"PH","Don't Know",31,40,37
2287,"male","31-40",2,"PH","Yes",31,40,36
2288,"male","31-40",2,"PH","Yes",31,40,35
2289,"male","31-40",2,"PH","Yes",31,40,31
2290,"male","31-40",2,"PH","Yes",31,40,37
2291,"male","31-40",2,"PH","Yes",31,40,40
2292,"male","31-40",2,"PH","Yes",31,40,35
2293,"male","31-40",2,"PH","Yes",31,40,35
2294,"male","31-40",2,"PH","Yes",31,40,40
2295,"male","31-40",2,"PH","Yes",31,40,36
2296,"male","31-40",2,"PH","Don't Know",31,40,40
2297,"male","31-40",2,"PH","Yes",31,40,38
2298,"male","31-40",2,"PH","Yes",31,40,36
2299,"male","31-40",2,"PH","Yes",31,40,32
2300,"male","31-40",2,"PH","Yes",31,40,33
2301,"male","31-40",2,"PH","Yes",31,40,32
2302,"male","31-40",2,"PH","Yes",31,40,36
2303,"male","31-40",2,"PH","Yes",31,40,37
2304,"male","31-40",2,"PH","Yes",31,40,35
2305,"male","31-40",2,"PH","Yes",31,40,35
2306,"male","31-40",2,"PH","Yes",31,40,39
2307,"male","31-40",2,"PH","Yes",31,40,33
2308,"male","31-40",2,"PH","Yes",31,40,36
2309,"male","31-40",2,"PH","Yes",31,40,33
2310,"male","31-40",2,"PH","Yes",31,40,39
2311,"male","31-40",2,"PH","No",31,40,32
2312,"male","31-40",2,"PH","Yes",31,40,34
2313,"male","31-40",2,"PH","Yes",31,40,31
2314,"male","31-40",2,"PH","Yes",31,40,34
2315,"male","31-40",2,"PH","No",31,40,34
2316,"male","31-40",2,"PH","Yes",31,40,36
2317,"male","31-40",2,"PH","Don't Know",31,40,38
2318,"male","31-40",2,"PH","Yes",31,40,35
2319,"male","31-40",2,"PH","Don't Know",31,40,36
2320,"male","31-40",2,"PH","Yes",31,40,38
2321,"male","31-40",2,"PH","Don't Know",31,40,33
2322,"male","31-40",2,"PH","Yes",31,40,33
2323,"male","31-40",2,"PH","Yes",31,40,36
2324,"male","31-40",2,"PH","Yes",31,40,36
2325,"male","31-40",2,"PH","Yes",31,40,32
2326,"male","31-40",2,"PH","No",31,40,40
2327,"male","31-40",2,"PH","Yes",31,40,36
2328,"male","31-40",2,"PH","Don't Know",31,40,33
2329,"male","31-40",2,"PH","Yes",31,40,34
2330,"male","31-40",2,"PH","Don't Know",31,40,39
2331,"male","31-40",2,"PH","Yes",31,40,40
2332,"male","31-40",2,"PH","No",31,40,35
2333,"male","31-40",2,"PH","No",31,40,37
2334,"male","31-40",2,"PH","Yes",31,40,35
2335,"male","31-40",2,"PH","Yes",31,40,31
2336,"male","31-40",2,"PH","Yes",31,40,39
2337,"male","31-40",2,"PH","Yes",31,40,34
2338,"male","31-40",2,"PH","No",31,40,38
2339,"male","31-40",2,"PH","Yes",31,40,36
2340,"male","31-40",2,"PH","Yes",31,40,37
2341,"male","31-40",2,"PH","Yes",31,40,36
2342,"male","31-40",2,"PH","Yes",31,40,39
2343,"male","31-40",2,"PH","Yes",31,40,33
2344,"male","31-40",2,"PH","Yes",31,40,39
2345,"male","31-40",2,"PH","Yes",31,40,32
2346,"male","31-40",2,"PH","Yes",31,40,35
2347,"male","31-40",2,"PH","Yes",31,40,37
2348,"male","31-40",2,"PH","Yes",31,40,32
2349,"male","31-40",2,"PH","Yes",31,40,38
2350,"male","31-40",2,"PH","Yes",31,40,32
2351,"male","31-40",2,"PH","No",31,40,31
2352,"male","31-40",2,"PH","Yes",31,40,35
2353,"female","31-40",2,"PH","Don't Know",31,40,32
2354,"female","31-40",2,"PH","Yes",31,40,32
2355,"female","31-40",2,"PH","No",31,40,31
2356,"female","31-40",2,"PH","Yes",31,40,32
2357,"female","31-40",2,"PH","Yes",31,40,39
2358,"female","31-40",2,"PH","Yes",31,40,36
2359,"female","31-40",2,"PH","Yes",31,40,39
2360,"female","31-40",2,"PH","Yes",31,40,40
2361,"female","31-40",2,"PH","Yes",31,40,40
2362,"female","31-40",2,"PH","Yes",31,40,39
2363,"female","31-40",2,"PH","Yes",31,40,39
2364,"female","31-40",2,"PH","Yes",31,40,38
2365,"female","31-40",2,"PH","Yes",31,40,31
2366,"female","31-40",2,"PH","Don't Know",31,40,35
2367,"female","31-40",2,"PH","No",31,40,38
2368,"female","31-40",2,"PH","Yes",31,40,35
2369,"female","31-40",2,"PH","Yes",31,40,34
2370,"female","31-40",2,"PH","Yes",31,40,33
2371,"female","31-40",2,"PH","Yes",31,40,40
2372,"female","31-40",2,"PH","No",31,40,38
2373,"female","31-40",2,"PH","Yes",31,40,31
2374,"female","31-40",2,"PH","Don't Know",31,40,40
2375,"female","31-40",2,"PH","Yes",31,40,31
2376,"female","31-40",2,"PH","Yes",31,40,32
2377,"female","31-40",2,"PH","Don't Know",31,40,39
2378,"female","31-40",2,"PH","Yes",31,40,39
2379,"female","31-40",2,"PH","Yes",31,40,36
2380,"female","31-40",2,"PH","Don't Know",31,40,37
2381,"female","31-40",2,"PH","Don't Know",31,40,36
2382,"female","31-40",2,"PH","Yes",31,40,31
2383,"female","31-40",2,"PH","Don't Know",31,40,38
2384,"female","31-40",2,"PH","Don't Know",31,40,35
2385,"female","31-40",2,"PH","Yes",31,40,37
2386,"female","31-40",2,"PH","Yes",31,40,32
2387,"female","31-40",2,"PH","Don't Know",31,40,39
2388,"female","31-40",2,"PH","No",31,40,34
2389,"female","31-40",2,"PH","Don't Know",31,40,38
2390,"female","31-40",2,"PH","Yes",31,40,32
2391,"female","31-40",2,"PH","Yes",31,40,32
2392,"female","31-40",2,"PH","No",31,40,35
2393,"female","31-40",2,"PH","Don't Know",31,40,34
2394,"female","31-40",2,"PH","Don't Know",31,40,40
2395,"female","31-40",2,"PH","Don't Know",31,40,34
2396,"female","31-40",2,"PH","Yes",31,40,31
2397,"female","31-40",2,"PH","Yes",31,40,34
2398,"female","31-40",2,"PH","No",31,40,38
2399,"female","31-40",2,"PH","Don't Know",31,40,34
2400,"female","31-40",2,"PH","Yes",31,40,34
2401,"female","31-40",2,"PH","No",31,40,34
2402,"female","31-40",2,"PH","Yes",31,40,32
2403,"female","31-40",2,"PH","Yes",31,40,40
2404,"female","31-40",2,"PH","Yes",31,40,32
2405,"female","31-40",2,"PH","Don't Know",31,40,39
2406,"female","31-40",2,"PH","No",31,40,32
2407,"female","31-40",2,"PH","No",31,40,36
2408,"female","31-40",2,"PH","Yes",31,40,32
2409,"female","31-40",2,"PH","No",31,40,32
2410,"female","31-40",2,"PH","Yes",31,40,36
2411,"female","31-40",2,"PH","Yes",31,40,34
2412,"female","31-40",2,"PH","Yes",31,40,32
2413,"female","31-40",2,"PH","Don't Know",31,40,36
2414,"female","31-40",2,"PH","Yes",31,40,34
2415,"female","31-40",2,"PH","Don't Know",31,40,33
2416,"female","31-40",2,"PH","Yes",31,40,33
2417,"female","31-40",2,"PH","Yes",31,40,38
2418,"female","31-40",2,"PH","Don't Know",31,40,35
2419,"female","31-40",2,"PH","No",31,40,38
2420,"female","31-40",2,"PH","Yes",31,40,38
2421,"female","31-40",2,"PH","Yes",31,40,38
2422,"female","31-40",2,"PH","No",31,40,38
2423,"female","31-40",2,"PH","No",31,40,32
2424,"female","31-40",2,"PH","Don't Know",31,40,32
2425,"female","31-40",2,"PH","Yes",31,40,40
2426,"female","31-40",2,"PH","Don't Know",31,40,37
2427,"female","31-40",2,"PH","Yes",31,40,32
2428,"female","31-40",2,"PH","Yes",31,40,35
2429,"female","31-40",2,"PH","Yes",31,40,34
2430,"female","31-40",2,"PH","Yes",31,40,36
2431,"female","31-40",2,"PH","Yes",31,40,36
2432,"female","31-40",2,"PH","Don't Know",31,40,39
2433,"female","31-40",2,"PH","No",31,40,35
2434,"female","31-40",2,"PH","Yes",31,40,40
2435,"female","31-40",2,"PH","Don't Know",31,40,37
2436,"female","31-40",2,"PH","Don't Know",31,40,40
2437,"female","31-40",2,"PH","Yes",31,40,38
2438,"female","31-40",2,"PH","Yes",31,40,31
2439,"female","31-40",2,"PH","Don't Know",31,40,39
2440,"female","31-40",2,"PH","Yes",31,40,36
2441,"female","31-40",2,"PH","Yes",31,40,38
2442,"female","31-40",2,"PH","Yes",31,40,40
2443,"female","31-40",2,"PH","Yes",31,40,34
2444,"female","31-40",2,"PH","Don't Know",31,40,35
