id,gender,age_grp,wave,country,lower,upper,age,norm_raw,vaccine_norm
517,male,31-40,9,PH,31,40,38,74.99372859,75
518,male,31-40,9,PH,31,40,40,71.26893973,71
519,male,31-40,9,PH,31,40,39,68.63538056,69
520,male,31-40,9,PH,31,40,33,70.22949767,70
521,male,31-40,9,PH,31,40,37,83.20362599,83
522,male,31-40,9,PH,31,40,33,74.16796693,74
523,male,31-40,9,PH,31,40,35,81.48894997,81
524,male,31-40,9,PH,31,40,37,57.89946539,58
525,male,31-40,9,PH,31,40,35,88.26316423,88
526,male,31-40,9,PH,31,40,34,65.27554065,65
527,male,31-40,9,PH,31,40,36,85.71623011,86
528,male,31-40,9,PH,31,40,34,84.88553116,85
529,male,31-40,9,PH,31,40,39,57.34359282,57
530,male,31-40,9,PH,31,40,38,61.00204649,61
531,male,31-40,9,PH,31,40,31,90.64534168,91
532,male,31-40,9,PH,31,40,39,69.72286808,70
533,male,31-40,9,PH,31,40,39,54.30822404,54
534,male,31-40,9,PH,31,40,36,83.98006561,84
535,male,31-40,9,PH,31,40,31,91.47219528,91
536,male,31-40,9,PH,31,40,37,92.6973126,93
537,male,31-40,9,PH,31,40,34,92.41152689,92
538,male,31-40,9,PH,31,40,34,64.43629713,64
539,male,31-40,9,PH,31,40,31,73.23671022,73
540,male,31-40,9,PH,31,40,31,76.05690227,76
541,male,31-40,9,PH,31,40,40,89.61089496,90
542,male,31-40,9,PH,31,40,33,82.96998949,83
543,male,31-40,9,PH,31,40,35,54.12578395,54
544,male,31-40,9,PH,31,40,35,91.9412613,92
545,male,31-40,9,PH,31,40,32,64.39494808,64
546,male,31-40,9,PH,31,40,36,78.99190167,79
547,male,31-40,9,PH,31,40,36,94.15068483,94
548,male,31-40,9,PH,31,40,39,102.4369561,100
549,male,31-40,9,PH,31,40,35,66.78134087,67
550,male,31-40,9,PH,31,40,39,83.73406232,84
551,male,31-40,9,PH,31,40,31,91.08274728,91
552,male,31-40,9,PH,31,40,40,72.43307586,72
553,male,31-40,9,PH,31,40,36,68.56874047,69
554,male,31-40,9,PH,31,40,38,68.77034004,69
555,male,31-40,9,PH,31,40,33,66.76009334,67
556,male,31-40,9,PH,31,40,40,65.94323844,66
557,male,31-40,9,PH,31,40,38,69.76267468,70
558,male,31-40,9,PH,31,40,36,65.69737889,66
559,male,31-40,9,PH,31,40,37,66.86302194,67
560,male,31-40,9,PH,31,40,33,52.82213568,53
561,male,31-40,9,PH,31,40,40,98.87452551,99
562,male,31-40,9,PH,31,40,33,63.91384961,64
563,male,31-40,9,PH,31,40,40,63.79823804,64
564,male,31-40,9,PH,31,40,35,62.74069602,63
565,male,31-40,9,PH,31,40,32,74.14207008,74
566,male,31-40,9,PH,31,40,38,68.75931135,69
567,male,31-40,9,PH,31,40,38,69.13418163,69
568,male,31-40,9,PH,31,40,34,67.00968082,67
569,male,31-40,9,PH,31,40,39,86.99812505,87
570,male,31-40,9,PH,31,40,40,84.02173621,84
571,male,31-40,9,PH,31,40,39,42.82328781,43
572,male,31-40,9,PH,31,40,36,76.84351292,77
573,male,31-40,9,PH,31,40,37,76.25539691,76
574,male,31-40,9,PH,31,40,37,76.80475813,77
575,male,31-40,9,PH,31,40,39,64.1895369,64
576,male,31-40,9,PH,31,40,35,72.40820386,72
577,male,31-40,9,PH,31,40,35,91.05380045,91
578,male,31-40,9,PH,31,40,31,78.34352479,78
579,male,31-40,9,PH,31,40,37,76.6441804,77
580,male,31-40,9,PH,31,40,40,90.93344308,91
581,male,31-40,9,PH,31,40,37,60.21660134,60
582,male,31-40,9,PH,31,40,32,69.482183,69
583,male,31-40,9,PH,31,40,36,70.07777313,70
584,male,31-40,9,PH,31,40,38,63.32159481,63
585,male,31-40,9,PH,31,40,35,76.32283552,76
586,male,31-40,9,PH,31,40,39,82.19294541,82
587,male,31-40,9,PH,31,40,36,82.83425217,83
588,male,31-40,9,PH,31,40,40,73.10295346,73
589,male,31-40,9,PH,31,40,35,74.83680898,75
590,male,31-40,9,PH,31,40,36,58.20183229,58
591,male,31-40,9,PH,31,40,40,59.03528489,59
592,male,31-40,9,PH,31,40,36,88.40428287,88
593,male,31-40,9,PH,31,40,31,52.92809058,53
594,male,31-40,9,PH,31,40,31,75.02595818,75
595,male,31-40,9,PH,31,40,36,50.37401521,50
596,male,31-40,9,PH,31,40,32,69.97728804,70
597,male,31-40,9,PH,31,40,36,85.3970976,85
598,male,31-40,9,PH,31,40,35,88.55249731,89
599,male,31-40,9,PH,31,40,32,83.5693566,84
600,male,31-40,9,PH,31,40,33,75.64946839,76
601,male,31-40,9,PH,31,40,38,75.09676229,75
602,male,31-40,9,PH,31,40,40,70.00968623,70
603,male,31-40,9,PH,31,40,34,105.0503212,100
604,male,31-40,9,PH,31,40,33,75.93882023,76
605,male,31-40,9,PH,31,40,37,73.01051137,73
606,male,31-40,9,PH,31,40,40,55.95543184,56
607,male,31-40,9,PH,31,40,34,85.3575033,85
608,male,31-40,9,PH,31,40,38,69.52779147,70
609,male,31-40,9,PH,31,40,37,69.33527918,69
610,male,31-40,9,PH,31,40,31,66.46466598,66
611,male,31-40,9,PH,31,40,31,68.21772235,68
612,male,31-40,9,PH,31,40,38,85.43789353,85
613,male,31-40,9,PH,31,40,37,50.7546233,51
614,male,31-40,9,PH,31,40,38,72.48844278,72
615,male,31-40,9,PH,31,40,36,85.08237494,85
616,male,31-40,9,PH,31,40,40,63.97807246,64
617,male,31-40,9,PH,31,40,37,85.24046148,85
618,male,31-40,9,PH,31,40,38,43.19761046,43
619,male,31-40,9,PH,31,40,40,66.12117981,66
620,male,31-40,9,PH,31,40,39,84.34879176,84
621,male,31-40,9,PH,31,40,37,74.81752121,75
622,male,31-40,9,PH,31,40,40,58.95562398,59
623,male,31-40,9,PH,31,40,37,81.46349139,81
624,male,31-40,9,PH,31,40,33,87.68334193,88
625,male,31-40,9,PH,31,40,37,81.46115324,81
626,male,31-40,9,PH,31,40,40,59.2518359,59
627,male,31-40,9,PH,31,40,35,91.27425206,91
628,male,31-40,9,PH,31,40,36,74.94790406,75
629,male,31-40,9,PH,31,40,37,64.31983732,64
630,male,31-40,9,PH,31,40,40,49.1624767,49
631,male,31-40,9,PH,31,40,40,92.44060017,92
632,male,31-40,9,PH,31,40,31,65.9038576,66
633,male,31-40,9,PH,31,40,40,68.75041699,69
634,male,31-40,9,PH,31,40,31,84.44461515,84
635,male,31-40,9,PH,31,40,40,51.16748946,51
636,male,31-40,9,PH,31,40,39,46.45825894,46
637,male,31-40,9,PH,31,40,40,63.40460762,63
638,male,31-40,9,PH,31,40,37,98.38177646,98
639,male,31-40,9,PH,31,40,39,71.69259005,72
640,male,31-40,9,PH,31,40,36,57.82694744,58
641,male,31-40,9,PH,31,40,38,56.60167406,57
642,male,31-40,9,PH,31,40,33,79.12784487,79
643,male,31-40,9,PH,31,40,40,75.05938231,75
644,male,31-40,9,PH,31,40,36,97.03758807,97
645,male,31-40,9,PH,31,40,34,58.94514595,59
646,female,41-50,9,PH,41,50,48,28.43441786,28
647,female,41-50,9,PH,41,50,49,59.59284382,60
648,female,41-50,9,PH,41,50,45,68.76281078,69
649,female,41-50,9,PH,41,50,50,45.39271981,45
650,female,41-50,9,PH,41,50,44,55.46296816,55
651,female,41-50,9,PH,41,50,48,60.26468704,60
652,female,41-50,9,PH,41,50,42,65.06912039,65
653,female,41-50,9,PH,41,50,50,35.71725927,36
654,female,41-50,9,PH,41,50,50,72.75095653,73
655,female,41-50,9,PH,41,50,41,38.01478066,38
656,female,41-50,9,PH,41,50,45,57.85234903,58
657,female,41-50,9,PH,41,50,43,40.66635974,41
658,female,41-50,9,PH,41,50,48,41.25097961,41
659,female,41-50,9,PH,41,50,45,75.22789235,75
660,female,41-50,9,PH,41,50,46,40.13376199,40
661,female,41-50,9,PH,41,50,43,81.93853818,82
662,female,41-50,9,PH,41,50,50,63.8864723,64
663,female,41-50,9,PH,41,50,48,26.59604287,27
664,female,41-50,9,PH,41,50,46,54.81580568,55
665,female,41-50,9,PH,41,50,45,59.15500043,59
666,female,41-50,9,PH,41,50,41,37.75654482,38
667,female,41-50,9,PH,41,50,45,53.07075732,53
668,female,41-50,9,PH,41,50,47,61.23916517,61
669,female,41-50,9,PH,41,50,48,55.70655001,56
670,female,41-50,9,PH,41,50,42,28.42559524,28
671,female,41-50,9,PH,41,50,44,61.73777693,62
672,female,41-50,9,PH,41,50,49,65.52330118,66
673,female,41-50,9,PH,41,50,49,72.55365877,73
674,female,41-50,9,PH,41,50,48,58.85774821,59
675,female,41-50,9,PH,41,50,50,60.25825362,60
676,female,41-50,9,PH,41,50,50,76.22121709,76
677,female,41-50,9,PH,41,50,42,61.92498707,62
678,female,41-50,9,PH,41,50,46,75.87899066,76
679,female,41-50,9,PH,41,50,41,92.13665062,92
680,female,41-50,9,PH,41,50,47,83.95358498,84
681,female,41-50,9,PH,41,50,48,53.88804571,54
682,female,41-50,9,PH,41,50,45,61.63369336,62
683,female,41-50,9,PH,41,50,48,68.85105805,69
684,female,41-50,9,PH,41,50,46,72.46043327,72
685,female,41-50,9,PH,41,50,43,56.01545184,56
686,female,41-50,9,PH,41,50,50,98.11114549,98
687,female,41-50,9,PH,41,50,45,58.69450793,59
688,female,41-50,9,PH,41,50,44,83.42878824,83
689,female,41-50,9,PH,41,50,44,98.31784534,98
690,female,41-50,9,PH,41,50,41,43.06102977,43
691,female,41-50,9,PH,41,50,50,71.26127348,71
692,female,41-50,9,PH,41,50,46,74.39333366,74
693,female,41-50,9,PH,41,50,42,69.26426309,69
694,female,41-50,9,PH,41,50,50,59.48738388,59
695,female,41-50,9,PH,41,50,42,48.37963463,48
696,female,41-50,9,PH,41,50,48,76.54484481,77
697,female,41-50,9,PH,41,50,47,41.73063952,42
698,female,41-50,9,PH,41,50,46,104.2401147,100
699,female,41-50,9,PH,41,50,41,71.21893697,71
700,female,41-50,9,PH,41,50,50,61.98814977,62
701,female,41-50,9,PH,41,50,47,73.63949916,74
702,female,41-50,9,PH,41,50,43,61.87328363,62
703,female,41-50,9,PH,41,50,50,69.64147183,70
704,female,41-50,9,PH,41,50,49,57.29224338,57
705,female,41-50,9,PH,41,50,47,64.34051545,64
706,female,41-50,9,PH,41,50,45,55.38276414,55
707,female,41-50,9,PH,41,50,48,90.03843529,90
708,female,41-50,9,PH,41,50,49,32.26048687,32
709,female,41-50,9,PH,41,50,47,89.58997922,90
710,female,41-50,9,PH,41,50,41,58.59858816,59
711,female,41-50,9,PH,41,50,49,56.82159871,57
712,female,41-50,9,PH,41,50,47,71.30092716,71
713,female,41-50,9,PH,41,50,41,79.99325762,80
714,female,41-50,9,PH,41,50,44,50.86930813,51
715,female,41-50,9,PH,41,50,47,64.82030472,65
716,female,41-50,9,PH,41,50,42,46.71231471,47
717,female,41-50,9,PH,41,50,50,78.93947435,79
718,female,41-50,9,PH,41,50,42,23.92520899,24
719,female,41-50,9,PH,41,50,48,78.10746114,78
720,female,41-50,9,PH,41,50,47,48.65274246,49
721,female,41-50,9,PH,41,50,47,106.8438584,100
722,female,41-50,9,PH,41,50,43,59.64253962,60
723,female,41-50,9,PH,41,50,41,82.36486381,82
724,female,41-50,9,PH,41,50,47,60.9321702,61
725,female,41-50,9,PH,41,50,43,51.3710034,51
726,female,41-50,9,PH,41,50,42,58.66695585,59
727,female,41-50,9,PH,41,50,47,41.5450657,42
728,female,41-50,9,PH,41,50,46,61.76920984,62
729,male,41-50,9,PH,41,50,41,33.53498335,34
730,male,41-50,9,PH,41,50,45,46.84729726,47
731,male,41-50,9,PH,41,50,45,53.61502015,54
732,male,41-50,9,PH,41,50,49,50.21851017,50
733,male,41-50,9,PH,41,50,50,68.39506811,68
734,male,41-50,9,PH,41,50,49,67.68130804,68
735,male,41-50,9,PH,41,50,50,42.31856279,42
736,male,41-50,9,PH,41,50,42,74.27632178,74
737,male,41-50,9,PH,41,50,44,72.64677607,73
738,male,41-50,9,PH,41,50,48,52.96135509,53
739,male,41-50,9,PH,41,50,45,30.05397773,30
740,male,41-50,9,PH,41,50,41,96.85155208,97
741,male,41-50,9,PH,41,50,45,35.96542745,36
742,male,41-50,9,PH,41,50,44,36.07877757,36
743,male,41-50,9,PH,41,50,45,71.87392083,72
744,male,41-50,9,PH,41,50,43,54.34124019,54
745,male,41-50,9,PH,41,50,43,79.67545076,80
746,male,41-50,9,PH,41,50,41,62.22559915,62
747,male,41-50,9,PH,41,50,45,52.47137961,52
748,male,41-50,9,PH,41,50,48,46.29812516,46
749,male,41-50,9,PH,41,50,48,58.16736327,58
750,male,41-50,9,PH,41,50,50,61.36275403,61
751,male,41-50,9,PH,41,50,48,62.34129286,62
752,male,41-50,9,PH,41,50,44,78.84391862,79
753,male,41-50,9,PH,41,50,41,62.30236351,62
754,male,41-50,9,PH,41,50,49,71.01280545,71
755,male,41-50,9,PH,41,50,42,55.79483949,56
756,male,41-50,9,PH,41,50,49,78.26809291,78
757,male,41-50,9,PH,41,50,50,62.42013219,62
758,male,41-50,9,PH,41,50,44,91.04941734,91
759,male,41-50,9,PH,41,50,44,53.32399819,53
760,male,41-50,9,PH,41,50,46,57.00477742,57
761,male,41-50,9,PH,41,50,47,92.67822889,93
762,male,41-50,9,PH,41,50,50,59.34434106,59
763,male,41-50,9,PH,41,50,44,61.84947489,62
764,male,41-50,9,PH,41,50,45,62.0105425,62
765,male,41-50,9,PH,41,50,41,93.4322267,93
766,male,41-50,9,PH,41,50,42,83.21349421,83
767,male,41-50,9,PH,41,50,45,62.16014172,62
768,male,41-50,9,PH,41,50,42,68.19530377,68
769,male,41-50,9,PH,41,50,43,77.28616929,77
770,male,41-50,9,PH,41,50,46,38.14753862,38
771,male,41-50,9,PH,41,50,47,66.60214292,67
772,male,41-50,9,PH,41,50,48,57.01676008,57
773,male,41-50,9,PH,41,50,49,61.40610331,61
774,male,41-50,9,PH,41,50,41,70.71227919,71
775,male,41-50,9,PH,41,50,50,53.91149882,54
776,male,41-50,9,PH,41,50,49,47.17466395,47
777,male,41-50,9,PH,41,50,47,88.52055834,89
778,male,41-50,9,PH,41,50,49,83.21097279,83
779,male,41-50,9,PH,41,50,45,89.85009175,90
780,male,41-50,9,PH,41,50,45,70.33182095,70
781,male,41-50,9,PH,41,50,44,86.34196324,86
782,male,41-50,9,PH,41,50,45,59.74744223,60
783,male,41-50,9,PH,41,50,42,58.22662891,58
784,male,41-50,9,PH,41,50,43,55.70258927,56
785,male,41-50,9,PH,41,50,41,37.42721212,37
786,male,41-50,9,PH,41,50,47,81.60582867,82
787,male,41-50,9,PH,41,50,41,54.96426804,55
788,male,41-50,9,PH,41,50,41,64.18069106,64
789,male,41-50,9,PH,41,50,46,49.66557895,50
790,male,41-50,9,PH,41,50,42,44.65684442,45
791,male,41-50,9,PH,41,50,41,54.46132676,54
792,male,41-50,9,PH,41,50,46,60.10042288,60
793,male,41-50,9,PH,41,50,44,55.47845745,55
794,male,41-50,9,PH,41,50,50,62.799226,63
795,male,41-50,9,PH,41,50,45,61.28616306,61
796,male,41-50,9,PH,41,50,42,80.54561421,81
797,male,41-50,9,PH,41,50,50,67.10568023,67
798,male,41-50,9,PH,41,50,47,86.06493246,86
799,male,41-50,9,PH,41,50,49,73.41047,73
800,male,41-50,9,PH,41,50,50,52.86672322,53
801,male,41-50,9,PH,41,50,41,87.98720507,88
802,male,41-50,9,PH,41,50,42,57.33602176,57
803,male,41-50,9,PH,41,50,41,56.89588564,57
804,male,41-50,9,PH,41,50,43,53.5014114,54
805,male,41-50,9,PH,41,50,48,51.69010954,52
806,male,41-50,9,PH,41,50,44,64.19615963,64
807,male,41-50,9,PH,41,50,49,52.03381017,52
808,male,41-50,9,PH,41,50,45,77.32000457,77
809,male,41-50,9,PH,41,50,49,62.31733112,62
810,male,41-50,9,PH,41,50,44,58.3061738,58
811,male,41-50,9,PH,41,50,48,70.24023388,70
812,male,41-50,9,PH,41,50,50,73.87030053,74
813,male,41-50,9,PH,41,50,46,72.62746547,73
814,male,41-50,9,PH,41,50,46,53.05096538,53
815,male,41-50,9,PH,41,50,46,52.69164369,53
816,male,41-50,9,PH,41,50,42,57.68270692,58
817,male,41-50,9,PH,41,50,43,56.85600116,57
818,male,41-50,9,PH,41,50,50,61.26418669,61
819,male,41-50,9,PH,41,50,49,61.20958583,61
820,male,41-50,9,PH,41,50,44,58.35476315,58
821,male,41-50,9,PH,41,50,43,67.44425928,67
822,male,41-50,9,PH,41,50,48,85.75974402,86
823,male,41-50,9,PH,41,50,44,50.97071813,51
824,male,41-50,9,PH,41,50,49,56.24497174,56
825,male,41-50,9,PH,41,50,41,76.01757733,76
826,male,41-50,9,PH,41,50,42,66.10504337,66
827,male,41-50,9,PH,41,50,48,60.75142049,61
828,female,51-60,9,PH,51,60,57,55.389041,55
829,female,51-60,9,PH,51,60,57,49.90809352,50
830,female,51-60,9,PH,51,60,59,76.35023232,76
831,female,51-60,9,PH,51,60,51,92.41231225,92
832,female,51-60,9,PH,51,60,56,38.1255939,38
833,female,51-60,9,PH,51,60,53,70.77728202,71
834,female,51-60,9,PH,51,60,55,138.3364339,100
835,female,51-60,9,PH,51,60,60,91.47132454,91
836,female,51-60,9,PH,51,60,51,92.5925589,93
837,female,51-60,9,PH,51,60,55,84.26631906,84
838,female,51-60,9,PH,51,60,53,102.2522811,100
839,female,51-60,9,PH,51,60,57,93.99862844,94
840,female,51-60,9,PH,51,60,53,62.42939231,62
841,female,51-60,9,PH,51,60,52,66.24356938,66
842,female,51-60,9,PH,51,60,57,78.41688134,78
843,female,51-60,9,PH,51,60,60,114.4834245,100
844,female,51-60,9,PH,51,60,52,100.6940733,100
845,female,51-60,9,PH,51,60,55,43.84765324,44
846,female,51-60,9,PH,51,60,54,64.59095818,65
847,female,51-60,9,PH,51,60,54,29.22764645,29
848,female,51-60,9,PH,51,60,58,114.3326275,100
849,female,51-60,9,PH,51,60,59,75.82836619,76
850,female,51-60,9,PH,51,60,60,72.8592143,73
851,female,51-60,9,PH,51,60,55,86.37543127,86
852,female,51-60,9,PH,51,60,54,86.01857699,86
853,female,51-60,9,PH,51,60,57,105.6062734,100
854,female,51-60,9,PH,51,60,60,87.25369916,87
855,female,51-60,9,PH,51,60,58,75.7770544,76
856,female,51-60,9,PH,51,60,56,103.8660669,100
857,female,51-60,9,PH,51,60,54,77.37160924,77
858,female,51-60,9,PH,51,60,57,78.32929909,78
859,female,51-60,9,PH,51,60,57,50.15157884,50
860,female,51-60,9,PH,51,60,60,67.50618358,68
861,female,51-60,9,PH,51,60,58,69.01042944,69
862,female,51-60,9,PH,51,60,58,75.38336576,75
863,female,51-60,9,PH,51,60,52,97.80262506,98
864,female,51-60,9,PH,51,60,58,38.07463894,38
865,female,51-60,9,PH,51,60,52,80.92547075,81
866,female,51-60,9,PH,51,60,54,79.05454804,79
867,female,51-60,9,PH,51,60,53,119.6246676,100
868,female,51-60,9,PH,51,60,54,66.39738265,66
869,female,51-60,9,PH,51,60,59,94.67386404,95
870,female,51-60,9,PH,51,60,51,78.28960714,78
871,female,51-60,9,PH,51,60,53,66.77666977,67
872,female,51-60,9,PH,51,60,51,95.24398007,95
873,female,51-60,9,PH,51,60,51,66.75512441,67
874,female,51-60,9,PH,51,60,57,104.7331934,100
875,female,51-60,9,PH,51,60,59,54.34573731,54
876,female,51-60,9,PH,51,60,58,104.2686757,100
877,female,51-60,9,PH,51,60,57,85.99363977,86
878,female,51-60,9,PH,51,60,59,76.27281995,76
879,female,51-60,9,PH,51,60,52,47.78999156,48
880,female,51-60,9,PH,51,60,51,55.10615098,55
881,male,51-60,9,PH,51,60,55,80.02508668,80
882,male,51-60,9,PH,51,60,59,84.25414306,84
883,male,51-60,9,PH,51,60,53,61.56339351,62
884,male,51-60,9,PH,51,60,59,58.23222744,58
885,male,51-60,9,PH,51,60,59,50.85223846,51
886,male,51-60,9,PH,51,60,52,63.95941527,64
887,male,51-60,9,PH,51,60,51,50.97473171,51
888,male,51-60,9,PH,51,60,54,57.75857692,58
889,male,51-60,9,PH,51,60,60,82.58356582,83
890,male,51-60,9,PH,51,60,55,55.84221912,56
891,male,51-60,9,PH,51,60,55,36.88215381,37
892,male,51-60,9,PH,51,60,58,46.22364317,46
893,male,51-60,9,PH,51,60,57,57.10087157,57
894,male,51-60,9,PH,51,60,59,59.7364296,60
895,male,51-60,9,PH,51,60,60,52.27853636,52
896,male,51-60,9,PH,51,60,56,56.65791831,57
897,male,51-60,9,PH,51,60,54,39.07968239,39
898,male,51-60,9,PH,51,60,58,66.91274606,67
899,male,51-60,9,PH,51,60,58,62.47645817,62
900,male,51-60,9,PH,51,60,53,48.76800496,49
901,male,51-60,9,PH,51,60,58,64.03690495,64
902,male,51-60,9,PH,51,60,54,59.4360751,59
903,male,51-60,9,PH,51,60,60,60.58126378,61
904,male,51-60,9,PH,51,60,54,46.11796523,46
905,male,51-60,9,PH,51,60,60,84.18003364,84
906,male,51-60,9,PH,51,60,58,67.87113379,68
907,male,51-60,9,PH,51,60,52,37.90584239,38
908,male,51-60,9,PH,51,60,58,71.28944707,71
909,male,51-60,9,PH,51,60,53,66.68484511,67
910,male,51-60,9,PH,51,60,57,66.41745493,66
911,male,51-60,9,PH,51,60,53,59.95788019,60
912,male,51-60,9,PH,51,60,59,49.00957996,49
913,male,51-60,9,PH,51,60,60,75.11355048,75
914,male,51-60,9,PH,51,60,53,56.64249805,57
915,male,51-60,9,PH,51,60,53,37.64508194,38
916,male,51-60,9,PH,51,60,53,52.90674045,53
917,male,51-60,9,PH,51,60,55,76.19909846,76
918,male,51-60,9,PH,51,60,52,72.66362371,73
919,male,51-60,9,PH,51,60,54,74.77701183,75
920,male,51-60,9,PH,51,60,55,56.62570624,57
921,male,51-60,9,PH,51,60,53,49.24151617,49
922,male,51-60,9,PH,51,60,60,67.03785624,67
923,male,51-60,9,PH,51,60,60,50.95838431,51
924,male,51-60,9,PH,51,60,51,58.584048,59
925,male,51-60,9,PH,51,60,60,69.77950001,70
926,male,51-60,9,PH,51,60,59,61.92612298,62
927,male,51-60,9,PH,51,60,54,68.06400197,68
928,male,51-60,9,PH,51,60,51,74.05687622,74
929,male,51-60,9,PH,51,60,53,60.7606577,61
930,male,51-60,9,PH,51,60,60,41.08824436,41
931,male,51-60,9,PH,51,60,52,60.92633496,61
932,male,51-60,9,PH,51,60,51,69.88124061,70
933,male,51-60,9,PH,51,60,55,53.51307022,54
934,male,51-60,9,PH,51,60,51,70.72848557,71
935,male,51-60,9,PH,51,60,58,37.80470227,38
936,male,51-60,9,PH,51,60,55,87.01284093,87
937,male,51-60,9,PH,51,60,55,74.62099534,75
938,male,51-60,9,PH,51,60,51,71.80711077,72
939,male,51-60,9,PH,51,60,51,43.0608986,43
940,male,51-60,9,PH,51,60,58,56.19940663,56
941,male,51-60,9,PH,51,60,59,39.06460413,39
942,male,51-60,9,PH,51,60,57,43.41823192,43
943,male,51-60,9,PH,51,60,59,57.7628417,58
944,male,51-60,9,PH,51,60,59,47.59219713,48
945,male,51-60,9,PH,51,60,52,63.20834598,63
946,male,51-60,9,PH,51,60,55,89.04167819,89
947,male,51-60,9,PH,51,60,53,62.46160032,62
948,male,51-60,9,PH,51,60,52,55.26110683,55
949,male,51-60,9,PH,51,60,53,60.58243601,61
950,male,51-60,9,PH,51,60,53,74.48049046,74
951,male,51-60,9,PH,51,60,60,73.73752755,74
952,male,51-60,9,PH,51,60,54,38.93974563,39
953,male,51-60,9,PH,51,60,59,82.03822955,82
954,male,51-60,9,PH,51,60,51,64.49332653,64
955,male,51-60,9,PH,51,60,52,54.6154341,55
956,male,51-60,9,PH,51,60,57,60.76933959,61
957,male,51-60,9,PH,51,60,58,63.86462619,64
958,male,51-60,9,PH,51,60,52,76.99710306,77
959,male,51-60,9,PH,51,60,52,67.76868982,68
960,male,51-60,9,PH,51,60,59,98.23521417,98
961,male,51-60,9,PH,51,60,58,42.55350412,43
1,female,20-30,19,PH,20,30,22,37.0686301,37
2,female,20-30,19,PH,20,30,25,75.51408706,76
3,female,20-30,19,PH,20,30,25,76.81708472,77
4,female,20-30,19,PH,20,30,25,57.09590628,57
5,female,20-30,19,PH,20,30,29,64.3167774,64
6,female,20-30,19,PH,20,30,30,74.56565739,75
7,female,20-30,19,PH,20,30,21,34.64092892,35
8,female,20-30,19,PH,20,30,26,65.8173793,66
9,female,20-30,19,PH,20,30,27,53.12167576,53
10,female,20-30,19,PH,20,30,20,61.46005352,61
11,female,20-30,19,PH,20,30,25,70.93824287,71
12,female,20-30,19,PH,20,30,22,55.06422408,55
13,female,20-30,19,PH,20,30,20,68.21612804,68
14,female,20-30,19,PH,20,30,25,54.31737282,54
15,female,20-30,19,PH,20,30,28,64.47922301,64
16,female,20-30,19,PH,20,30,23,44.34752202,44
17,female,20-30,19,PH,20,30,27,40.54349338,41
18,female,20-30,19,PH,20,30,28,50.28729969,50
19,female,20-30,19,PH,20,30,25,64.67050201,65
20,female,20-30,19,PH,20,30,29,43.10471089,43
21,female,20-30,19,PH,20,30,22,28.43461951,28
22,female,20-30,19,PH,20,30,24,65.31030849,65
23,female,20-30,19,PH,20,30,22,50.17713456,50
24,female,20-30,19,PH,20,30,20,44.85581404,45
25,female,20-30,19,PH,20,30,27,50.48188845,50
26,female,20-30,19,PH,20,30,30,23.88909071,24
27,female,20-30,19,PH,20,30,23,34.3923303,34
28,female,20-30,19,PH,20,30,28,70.03782153,70
29,female,20-30,19,PH,20,30,23,93.42765931,93
30,female,20-30,19,PH,20,30,26,39.13378624,39
31,female,20-30,19,PH,20,30,24,64.52818291,65
32,female,20-30,19,PH,20,30,21,64.73249528,65
33,female,20-30,19,PH,20,30,23,38.27688636,38
34,female,20-30,19,PH,20,30,22,70.053249,70
35,female,20-30,19,PH,20,30,21,52.37430828,52
36,female,20-30,19,PH,20,30,27,30.71545228,31
37,female,20-30,19,PH,20,30,22,48.02648393,48
38,female,20-30,19,PH,20,30,21,78.46666405,78
39,female,20-30,19,PH,20,30,24,57.77459619,58
40,female,20-30,19,PH,20,30,24,73.19169778,73
41,female,20-30,19,PH,20,30,21,38.19607876,38
42,female,20-30,19,PH,20,30,24,61.80888221,62
43,female,20-30,19,PH,20,30,30,58.73507292,59
44,female,20-30,19,PH,20,30,27,42.3154936,42
45,female,20-30,19,PH,20,30,26,52.21814388,52
46,female,20-30,19,PH,20,30,24,67.97094461,68
47,female,20-30,19,PH,20,30,20,56.74529287,57
48,female,20-30,19,PH,20,30,22,68.4318749,68
49,female,20-30,19,PH,20,30,28,21.46602212,21
50,female,20-30,19,PH,20,30,21,18.90043611,19
51,female,20-30,19,PH,20,30,24,63.63136723,64
52,female,20-30,19,PH,20,30,22,40.22806196,40
53,female,20-30,19,PH,20,30,30,61.64129485,62
54,female,20-30,19,PH,20,30,21,70.11111909,70
55,female,20-30,19,PH,20,30,24,71.91675002,72
56,female,20-30,19,PH,20,30,28,41.05171143,41
57,female,20-30,19,PH,20,30,24,54.07855781,54
58,female,20-30,19,PH,20,30,30,53.80861203,54
59,female,20-30,19,PH,20,30,28,64.66129596,65
60,female,20-30,19,PH,20,30,23,41.25274352,41
61,female,20-30,19,PH,20,30,29,41.8170244,42
62,female,20-30,19,PH,20,30,24,36.38416088,36
63,female,20-30,19,PH,20,30,25,27.87289274,28
64,female,20-30,19,PH,20,30,23,64.56405892,65
65,female,20-30,19,PH,20,30,23,54.7336456,55
66,female,20-30,19,PH,20,30,29,70.3400821,70
67,female,20-30,19,PH,20,30,30,31.2845483,31
68,female,20-30,19,PH,20,30,24,70.23148912,70
69,female,20-30,19,PH,20,30,21,53.50763465,54
70,female,20-30,19,PH,20,30,26,38.73753263,39
71,female,20-30,19,PH,20,30,30,63.57051382,64
72,female,20-30,19,PH,20,30,21,43.45355917,43
